Sujeto,Canal,Frecuencia,Potencia
sub-001,C3,34.375,2.6135643106354316e-12
sub-001,C3,35.0,3.0126283056510557e-12
sub-001,C3,35.625,2.4318227181775278e-12
sub-001,C3,36.25,2.36766086371954e-12
sub-001,C3,36.875,1.8589120577262932e-12
sub-001,C3,37.5,1.415969514363786e-12
sub-001,C3,38.125,1.837302608305132e-12
sub-001,C3,38.75,1.7816945398013603e-12
sub-001,C3,39.375,1.8079870473649909e-12
sub-001,C3,40.0,1.5483691169261349e-12
sub-001,C4,1.25,4.4221763699645636e-10
sub-001,C4,1.875,2.527229750402403e-10
sub-001,C4,2.5,2.0789436284397601e-10
sub-001,C4,3.125,1.3436313603738155e-10
sub-001,C4,3.75,1.1655285350122318e-10
sub-001,C4,4.375,8.457735145207105e-11
sub-001,C4,5.0,4.877661634627792e-11
sub-001,C4,5.625,4.8949893749880855e-11
sub-001,C4,6.25,4.147028668303277e-11
sub-001,C4,6.875,3.759321634234022e-11
sub-001,C4,7.5,4.1264689233114225e-11
sub-001,C4,8.125,2.8029691847405403e-11
sub-001,C4,8.75,2.7170805112552997e-11
sub-001,C4,9.375,1.7430950565375658e-11
sub-001,C4,10.0,1.5347730685885752e-11
sub-001,C4,10.625,1.7680245115739195e-11
sub-001,C4,11.25,1.38451524202048e-11
sub-001,C4,11.875,1.4917797129898224e-11
sub-001,C4,12.5,1.6620246952491247e-11
sub-001,C4,13.125,1.50640799948809e-11
sub-001,C4,13.75,1.807249498472751e-11
sub-001,C4,14.375,1.5516013400168655e-11
sub-001,C4,15.0,1.3691553610961964e-11
sub-001,C4,15.625,1.1479697469357568e-11
sub-001,C4,16.25,1.3184292337709899e-11
sub-001,C4,16.875,1.1414450203657156e-11
sub-001,C4,17.5,9.19991075949547e-12
sub-001,C4,18.125,9.39785220493777e-12
sub-001,C4,18.75,8.558292380836037e-12
sub-001,C4,19.375,5.907752322113753e-12
sub-001,C4,20.0,7.30639342690406e-12
sub-001,C4,20.625,5.394091098965466e-12
sub-001,C4,21.25,5.161664667353503e-12
sub-001,C4,21.875,6.190837830743458e-12
sub-001,C4,22.5,5.814543107341316e-12
sub-001,C4,23.125,6.0140404359329786e-12
sub-001,C4,23.75,4.83216853385673e-12
sub-001,C4,24.375,4.562633713192255e-12
sub-001,C4,25.0,4.197126448322735e-12
sub-001,C4,25.625,4.943420798979176e-12
sub-001,C4,26.25,4.3837500408449405e-12
sub-001,C4,26.875,3.420600841504843e-12
sub-001,C4,27.5,2.942938148503457e-12
sub-001,C4,28.125,2.979720387547735e-12
sub-001,C4,28.75,3.2213704168663705e-12
sub-001,C4,29.375,4.211243818415079e-12
sub-001,C4,30.0,3.04963473487524e-12
sub-001,C4,30.625,2.658877748655876e-12
sub-001,C4,31.25,2.2193883898365423e-12
sub-001,C4,31.875,2.4659261587245926e-12
sub-001,C4,32.5,2.1701071804951364e-12
sub-001,C4,33.125,2.3693791074919606e-12
sub-001,C4,33.75,2.135666828313448e-12
sub-001,C4,34.375,2.413895254981901e-12
sub-001,C4,35.0,2.5891411552596254e-12
sub-001,C4,35.625,1.7947151989512387e-12
sub-001,C4,36.25,2.1163467562042744e-12
sub-001,C4,36.875,1.497830326526872e-12
sub-001,C4,37.5,1.3268251814205234e-12
sub-001,C4,38.125,1.6355697566160722e-12
sub-001,C4,38.75,1.8490966455362357e-12
sub-001,C4,39.375,1.991003268932048e-12
sub-001,C4,40.0,1.2649085510520569e-12
sub-001,Cz,1.25,6.725972804992284e-10
sub-001,Cz,1.875,4.0276070634197476e-10
sub-001,Cz,2.5,3.0679286171910383e-10
sub-001,Cz,3.125,2.2833664558715462e-10
sub-001,Cz,3.75,1.6648902107914904e-10
sub-001,Cz,4.375,1.2739908269721347e-10
sub-001,Cz,5.0,7.641834637298999e-11
sub-001,Cz,5.625,8.110423127419819e-11
sub-001,Cz,6.25,6.629155654782104e-11
sub-001,Cz,6.875,5.831649078371057e-11
sub-001,Cz,7.5,6.24626679870928e-11
sub-001,Cz,8.125,4.428117370084286e-11
sub-001,Cz,8.75,3.6352631672533707e-11
sub-001,Cz,9.375,2.6761502730483442e-11
sub-001,Cz,10.0,3.053600964036369e-11
sub-001,Cz,10.625,2.7599540918019248e-11
sub-001,Cz,11.25,2.1387679829100742e-11
sub-001,Cz,11.875,2.1797795277814527e-11
sub-001,Cz,12.5,2.3146512684089742e-11
sub-001,Cz,13.125,2.1631996356050944e-11
sub-001,Cz,13.75,2.458425541246622e-11
sub-001,Cz,14.375,2.097412967416563e-11
sub-001,Cz,15.0,2.1284953594067124e-11
sub-001,Cz,15.625,1.6183517936867492e-11
sub-001,Cz,16.25,1.526168391670927e-11
sub-001,Cz,16.875,1.3678510739136921e-11
sub-001,Cz,17.5,1.4021296834160055e-11
sub-001,Cz,18.125,1.3782426050960804e-11
sub-001,Cz,18.75,1.2061197074368971e-11
sub-001,Cz,19.375,8.840840970104605e-12
sub-001,Cz,20.0,8.606339761150198e-12
sub-001,Cz,20.625,7.232917187004927e-12
sub-001,Cz,21.25,6.8648513532085715e-12
sub-001,Cz,21.875,8.596791780282991e-12
sub-001,Cz,22.5,7.1965647386551615e-12
sub-001,Cz,23.125,9.808569264573015e-12
sub-001,Cz,23.75,7.431650076235388e-12
sub-001,Cz,24.375,6.499758142922872e-12
sub-001,Cz,25.0,5.310088027100374e-12
sub-001,Cz,25.625,6.7827015422501265e-12
sub-001,Cz,26.25,6.344419100524396e-12
sub-001,Cz,26.875,5.209018790842139e-12
sub-001,Cz,27.5,4.758691606822725e-12
sub-001,Cz,28.125,4.471663422367897e-12
sub-001,Cz,28.75,4.5982126527158645e-12
sub-001,Cz,29.375,6.4903934955900475e-12
sub-001,Cz,30.0,5.520461798601426e-12
sub-001,Cz,30.625,4.84896820943184e-12
sub-001,Cz,31.25,3.643070420414417e-12
sub-001,Cz,31.875,4.1547406245205354e-12
sub-001,Cz,32.5,3.67999087440668e-12
sub-001,Cz,33.125,3.889339264801635e-12
sub-001,Cz,33.75,3.017813789224726e-12
sub-001,Cz,34.375,2.6911172451619236e-12
sub-001,Cz,35.0,3.4510456395484157e-12
sub-001,Cz,35.625,2.4046086636040476e-12
sub-001,Cz,36.25,2.255237967845266e-12
sub-001,Cz,36.875,1.828827501942642e-12
sub-001,Cz,37.5,1.5300339945502177e-12
sub-001,Cz,38.125,1.6350647541084745e-12
sub-001,Cz,38.75,1.8150490549581409e-12
sub-001,Cz,39.375,2.1845052836723664e-12
sub-001,Cz,40.0,1.6104386949225996e-12
sub-002,C3,1.25,6.170130226184497e-11
sub-002,C3,1.875,4.057432993923137e-11
sub-002,C3,2.5,3.5639054033656424e-11
sub-002,C3,3.125,1.8038651606918416e-11
sub-002,C3,3.75,1.0654792491134683e-11
sub-002,C3,4.375,7.272639085862407e-12
sub-002,C3,5.0,7.329850490991793e-12
sub-002,C3,5.625,5.631749138533524e-12
sub-002,C3,6.25,7.337191078492037e-12
sub-002,C3,6.875,9.107539297578213e-12
sub-002,C3,7.5,1.1706689086207987e-11
sub-002,C3,8.125,1.1608150007456318e-11
sub-002,C3,8.75,1.1786432697972788e-11
sub-002,C3,9.375,9.707048291766353e-12
sub-002,C3,10.0,8.065396203573211e-12
sub-002,C3,10.625,8.997520344368898e-12
sub-002,C3,11.25,1.2152095300908011e-11
sub-002,C3,11.875,1.665552667434985e-11
sub-002,C3,12.5,1.4041193130126908e-11
sub-002,C3,13.125,7.208800515095724e-12
sub-002,C3,13.75,5.0742838054667626e-12
sub-002,C3,14.375,4.519374152878005e-12
sub-002,C3,15.0,2.1192787302285286e-12
sub-002,C3,15.625,2.9532570896740078e-12
sub-002,C3,16.25,3.607295716882868e-12
sub-002,C3,16.875,3.1226871190952874e-12
sub-002,C3,17.5,2.895879751587825e-12
sub-002,C3,18.125,3.41692659505737e-12
sub-002,C3,18.75,3.7335487140791105e-12
sub-002,C3,19.375,4.03091096834175e-12
sub-002,C3,20.0,3.6515527782614985e-12
sub-002,C3,20.625,3.5526824414554383e-12
sub-002,C3,21.25,5.495065154362404e-12
sub-002,C3,21.875,5.086155313345039e-12
sub-002,C3,22.5,4.780365581818458e-12
sub-002,C3,23.125,4.97193752981931e-12
sub-002,C3,23.75,5.451437525884797e-12
sub-002,C3,24.375,7.04547304932251e-12
sub-002,C3,25.0,5.116827317423624e-12
sub-002,C3,25.625,4.009826243589426e-12
sub-002,C3,26.25,2.950345861434174e-12
sub-002,C3,26.875,2.7976044976195017e-12
sub-002,C3,27.5,2.8726868842497947e-12
sub-002,C3,28.125,1.6491228911107332e-12
sub-002,C3,28.75,2.1528593752914687e-12
sub-002,C3,29.375,2.3671980245863034e-12
sub-002,C3,30.0,1.5995839087077852e-12
sub-002,C3,30.625,1.8403848944826943e-12
sub-002,C3,31.25,1.7115830657659296e-12
sub-002,C3,31.875,1.4704821741246913e-12
sub-002,C3,32.5,1.0586338615655013e-12
sub-002,C3,33.125,1.0719346124452289e-12
sub-002,C3,33.75,1.7860077127880066e-12
sub-002,C3,34.375,1.1699877082461928e-12
sub-002,C3,35.0,8.346404955995666e-13
sub-002,C3,35.625,1.1091847468448545e-12
sub-002,C3,36.25,1.4882455105280792e-12
sub-002,C3,36.875,1.3013452822239563e-12
sub-002,C3,37.5,1.4095540493931276e-12
sub-002,C3,38.125,1.082706128095044e-12
sub-002,C3,38.75,1.2381118916774923e-12
sub-002,C3,39.375,1.2299377361015292e-12
sub-002,C3,40.0,1.0071016955107072e-12
sub-002,C4,1.25,4.1962876898339376e-11
sub-002,C4,1.875,3.335867613664788e-11
sub-002,C4,2.5,2.8192369397606375e-11
sub-002,C4,3.125,1.173807794652169e-11
sub-002,C4,3.75,7.343994389774215e-12
sub-002,C4,4.375,5.3523209839100876e-12
sub-002,C4,5.0,5.648457557450235e-12
sub-002,C4,5.625,5.621564216687684e-12
sub-002,C4,6.25,6.180816952132079e-12
sub-002,C4,6.875,1.0085769623615724e-11
sub-002,C4,7.5,1.1721832276187808e-11
sub-002,C4,8.125,1.1177492648454367e-11
sub-002,C4,8.75,1.2350114495850091e-11
sub-002,C4,9.375,9.62563445271838e-12
sub-002,C4,10.0,7.791082902007976e-12
sub-002,C4,10.625,7.178569567304657e-12
sub-002,C4,11.25,8.089102347845586e-12
sub-002,C4,11.875,6.2854949844270605e-12
sub-002,C4,12.5,3.857883246154953e-12
sub-002,C4,13.125,2.3821364616196316e-12
sub-002,C4,13.75,2.7194980463963375e-12
sub-002,C4,14.375,3.33125169764539e-12
sub-002,C4,15.0,2.277535869220434e-12
sub-002,C4,15.625,2.105752942560035e-12
sub-002,C4,16.25,2.5672890108813613e-12
sub-002,C4,16.875,2.517779070916598e-12
sub-002,C4,17.5,2.6101384031635586e-12
sub-002,C4,18.125,2.8995462151944798e-12
sub-002,C4,18.75,3.113470379693119e-12
sub-002,C4,19.375,3.025861546414263e-12
sub-002,C4,20.0,3.391487072165408e-12
sub-002,C4,20.625,4.380353491737089e-12
sub-002,C4,21.25,5.7366058102904505e-12
sub-002,C4,21.875,4.906537899095648e-12
sub-002,C4,22.5,4.018950197354118e-12
sub-002,C4,23.125,5.510914843509499e-12
sub-002,C4,23.75,4.431859017418662e-12
sub-002,C4,24.375,3.782802290126656e-12
sub-002,C4,25.0,4.047934581912261e-12
sub-002,C4,25.625,3.863982467740942e-12
sub-002,C4,26.25,2.4402090897663226e-12
sub-002,C4,26.875,2.5345524133736155e-12
sub-002,C4,27.5,2.2376852145281984e-12
sub-002,C4,28.125,1.7799973241719968e-12
sub-002,C4,28.75,1.6634539030652359e-12
sub-002,C4,29.375,1.7754029349201561e-12
sub-002,C4,30.0,1.3513098233816643e-12
sub-002,C4,30.625,1.4962459128343069e-12
sub-002,C4,31.25,1.2022339797309439e-12
sub-002,C4,31.875,8.843000785211583e-13
sub-002,C4,32.5,8.256707535795995e-13
sub-002,C4,33.125,7.442554169290645e-13
sub-002,C4,33.75,8.603182906434516e-13
sub-002,C4,34.375,6.799033273847342e-13
sub-002,C4,35.0,5.701115145309906e-13
sub-002,C4,35.625,7.348931694276539e-13
sub-002,C4,36.25,7.800288406210601e-13
sub-002,C4,36.875,7.553069943081898e-13
sub-002,C4,37.5,7.798852288139139e-13
sub-002,C4,38.125,6.726929934583919e-13
sub-002,C4,38.75,7.867683484377372e-13
sub-002,C4,39.375,7.294021637855949e-13
sub-002,C4,40.0,7.086651013039582e-13
sub-002,Cz,1.25,6.294016745767266e-11
sub-002,Cz,1.875,4.8395655049157975e-11
sub-002,Cz,2.5,4.310711364006467e-11
sub-002,Cz,3.125,1.9017601774888148e-11
sub-002,Cz,3.75,1.0968371519499803e-11
sub-002,Cz,4.375,9.230615238776978e-12
sub-002,Cz,5.0,1.0311468351764453e-11
sub-002,Cz,5.625,8.404674240705301e-12
sub-002,Cz,6.25,8.817874109585649e-12
sub-002,Cz,6.875,1.426695914291796e-11
sub-002,Cz,7.5,1.7511019301474032e-11
sub-002,Cz,8.125,1.4810531511341837e-11
sub-002,Cz,8.75,1.6156874295534744e-11
sub-002,Cz,9.375,1.398486448774034e-11
sub-002,Cz,10.0,1.1271598754810975e-11
sub-002,Cz,10.625,1.2123179058569109e-11
sub-002,Cz,11.25,1.3429675229446398e-11
sub-002,Cz,11.875,1.243563268447972e-11
sub-002,Cz,12.5,8.052898615184059e-12
sub-002,Cz,13.125,4.729887175834205e-12
sub-002,Cz,13.75,4.603549260169305e-12
sub-002,Cz,14.375,5.284874149700452e-12
sub-002,Cz,15.0,3.5393262404934526e-12
sub-002,Cz,15.625,4.037533437835513e-12
sub-002,Cz,16.25,5.023515669422718e-12
sub-002,Cz,16.875,4.780649182207425e-12
sub-002,Cz,17.5,4.135667233480533e-12
sub-002,Cz,18.125,5.406598534910243e-12
sub-002,Cz,18.75,5.414460042050672e-12
sub-002,Cz,19.375,6.111658386735101e-12
sub-002,Cz,20.0,7.991797046941944e-12
sub-002,Cz,20.625,9.30007799846556e-12
sub-002,Cz,21.25,1.2670020826328581e-11
sub-002,Cz,21.875,1.3644459398401971e-11
sub-002,Cz,22.5,1.3033004167959642e-11
sub-002,Cz,23.125,1.5147727937997392e-11
sub-002,Cz,23.75,1.456454155297376e-11
sub-002,Cz,24.375,9.18959484087029e-12
sub-002,Cz,25.0,7.612941344561989e-12
sub-002,Cz,25.625,8.166480481683746e-12
sub-002,Cz,26.25,6.893428842759508e-12
sub-002,Cz,26.875,7.282160525921956e-12
sub-002,Cz,27.5,7.130241955844972e-12
sub-002,Cz,28.125,4.8887926491041534e-12
sub-002,Cz,28.75,4.360210753905705e-12
sub-002,Cz,29.375,4.121742395056904e-12
sub-002,Cz,30.0,2.9999227293437786e-12
sub-002,Cz,30.625,2.4287641345200954e-12
sub-002,Cz,31.25,1.9390312188636874e-12
sub-002,Cz,31.875,1.4090489029694832e-12
sub-002,Cz,32.5,1.6213749561800124e-12
sub-002,Cz,33.125,1.3073882776718941e-12
sub-002,Cz,33.75,1.3432534656754078e-12
sub-002,Cz,34.375,1.098280239662636e-12
sub-002,Cz,35.0,8.542022302652687e-13
sub-002,Cz,35.625,1.0639591802033418e-12
sub-002,Cz,36.25,1.1567431126462772e-12
sub-002,Cz,36.875,1.0386985720215108e-12
sub-002,Cz,37.5,1.0976531629838494e-12
sub-002,Cz,38.125,9.082976226878167e-13
sub-002,Cz,38.75,9.88042530742401e-13
sub-002,Cz,39.375,1.1433424153181048e-12
sub-002,Cz,40.0,1.0705569140586002e-12
sub-003,C3,1.25,5.284022037117668e-10
sub-003,C3,1.875,2.7630089219800087e-10
sub-003,C3,2.5,2.0512774498886109e-10
sub-003,C3,3.125,1.5600844569659755e-10
sub-003,C3,3.75,1.2348640103405923e-10
sub-003,C3,4.375,1.3648370725071023e-10
sub-003,C3,5.0,8.66591148489173e-11
sub-003,C3,5.625,5.895413684512176e-11
sub-003,C3,6.25,6.75643889353215e-11
sub-003,C3,6.875,7.247786268408375e-11
sub-003,C3,7.5,6.744622931904399e-11
sub-003,C3,8.125,5.482081167711074e-11
sub-003,C3,8.75,3.922455853910733e-11
sub-003,C3,9.375,3.40056481537432e-11
sub-003,C3,10.0,3.7794765523254284e-11
sub-003,C3,10.625,3.3468163773760333e-11
sub-003,C3,11.25,3.060955337023603e-11
sub-003,C3,11.875,2.2518332306915324e-11
sub-003,C3,12.5,2.0472196186087248e-11
sub-003,C3,13.125,2.1136886641461417e-11
sub-003,C3,13.75,1.7428288057245996e-11
sub-003,C3,14.375,1.7517308189804668e-11
sub-003,C3,15.0,1.9796174891139168e-11
sub-003,C3,15.625,2.2546086502682406e-11
sub-003,C3,16.25,1.738559237681586e-11
sub-003,C3,16.875,2.0033353699336076e-11
sub-003,C3,17.5,1.7097186721322353e-11
sub-003,C3,18.125,1.8956320134530345e-11
sub-003,C3,18.75,1.882250661604157e-11
sub-003,C3,19.375,1.5029389071003428e-11
sub-003,C3,20.0,1.2477107715316736e-11
sub-003,C3,20.625,1.0090723224804791e-11
sub-003,C3,21.25,1.0135004890538784e-11
sub-003,C3,21.875,1.0144974913200222e-11
sub-003,C3,22.5,1.2265926490597694e-11
sub-003,C3,23.125,1.1063836594172605e-11
sub-003,C3,23.75,8.661122262248935e-12
sub-003,C3,24.375,8.515469412405658e-12
sub-003,C3,25.0,9.535763135721365e-12
sub-003,C3,25.625,9.601984531671007e-12
sub-003,C3,26.25,9.401068349727466e-12
sub-003,C3,26.875,1.0533898737106312e-11
sub-003,C3,27.5,1.662925386614421e-11
sub-003,C3,28.125,1.723805215514072e-11
sub-003,C3,28.75,1.316386872668036e-11
sub-003,C3,29.375,1.07990919614159e-11
sub-003,C3,30.0,1.1296316765149521e-11
sub-003,C3,30.625,1.6260539149875167e-11
sub-003,C3,31.25,1.6549716645820298e-11
sub-003,C3,31.875,1.6126783130156822e-11
sub-003,C3,32.5,1.4014464254925073e-11
sub-003,C3,33.125,1.2923407416462521e-11
sub-003,C3,33.75,1.1620048679775838e-11
sub-003,C3,34.375,9.590033812674966e-12
sub-003,C3,35.0,1.1748884872345665e-11
sub-003,C3,35.625,1.08137662917994e-11
sub-003,C3,36.25,1.0018622398727141e-11
sub-003,C3,36.875,1.458433669303815e-11
sub-003,C3,37.5,1.3641856463422162e-11
sub-003,C3,38.125,6.469961105579696e-12
sub-003,C3,38.75,7.014790724556622e-12
sub-003,C3,39.375,9.311028010590234e-12
sub-003,C3,40.0,8.7522374390378e-12
sub-003,C4,1.25,4.670099446037442e-10
sub-003,C4,1.875,2.9459526466116784e-10
sub-003,C4,2.5,2.1876249505344512e-10
sub-003,C4,3.125,1.7441856754409651e-10
sub-003,C4,3.75,1.1391238785680371e-10
sub-003,C4,4.375,1.0738906661311476e-10
sub-003,C4,5.0,7.642355627630466e-11
sub-003,C4,5.625,7.398896825135044e-11
sub-003,C4,6.25,7.32898317616294e-11
sub-003,C4,6.875,6.330702868463939e-11
sub-003,C4,7.5,5.309079117417586e-11
sub-003,C4,8.125,4.678214997171644e-11
sub-003,C4,8.75,3.468830086938889e-11
sub-003,C4,9.375,2.8654461594992452e-11
sub-003,C4,10.0,4.3240787091052054e-11
sub-003,C4,10.625,4.1644415228311614e-11
sub-003,C4,11.25,2.946396296599495e-11
sub-003,C4,11.875,2.0263052623650898e-11
sub-003,C4,12.5,1.4462400350807319e-11
sub-003,C4,13.125,1.4859513155601957e-11
sub-003,C4,13.75,1.1433727864207235e-11
sub-003,C4,14.375,1.3037380592824508e-11
sub-003,C4,15.0,1.6477234637862668e-11
sub-003,C4,15.625,1.756813054867567e-11
sub-003,C4,16.25,1.7553425324670255e-11
sub-003,C4,16.875,1.5152364701465285e-11
sub-003,C4,17.5,1.3255546077934245e-11
sub-003,C4,18.125,1.3984736228968733e-11
sub-003,C4,18.75,1.474426899135311e-11
sub-003,C4,19.375,1.2632079645469232e-11
sub-003,C4,20.0,1.2740350656295378e-11
sub-003,C4,20.625,1.0475398035384342e-11
sub-003,C4,21.25,9.656626320473305e-12
sub-003,C4,21.875,1.126459712382888e-11
sub-003,C4,22.5,1.0281719886158706e-11
sub-003,C4,23.125,1.0023810800226939e-11
sub-003,C4,23.75,9.183767383080983e-12
sub-003,C4,24.375,9.265752050725749e-12
sub-003,C4,25.0,1.0141615802062679e-11
sub-003,C4,25.625,9.9132454857775e-12
sub-003,C4,26.25,9.466396465818105e-12
sub-003,C4,26.875,1.0183517422279842e-11
sub-003,C4,27.5,1.635282713954094e-11
sub-003,C4,28.125,1.721022859568131e-11
sub-003,C4,28.75,1.4284895888101523e-11
sub-003,C4,29.375,1.1755378571837408e-11
sub-003,C4,30.0,1.1242451786409573e-11
sub-003,C4,30.625,1.575631029061938e-11
sub-003,C4,31.25,1.5326315965128136e-11
sub-003,C4,31.875,1.3616027690525111e-11
sub-003,C4,32.5,1.3986922440582583e-11
sub-003,C4,33.125,1.4393163942130196e-11
sub-003,C4,33.75,1.2334995898622768e-11
sub-003,C4,34.375,9.512080348279731e-12
sub-003,C4,35.0,1.1616948315071459e-11
sub-003,C4,35.625,1.0723446312217248e-11
sub-003,C4,36.25,8.761994427219084e-12
sub-003,C4,36.875,1.4649401251543148e-11
sub-003,C4,37.5,1.3131120900647193e-11
sub-003,C4,38.125,6.819763351906112e-12
sub-003,C4,38.75,7.2198870233565405e-12
sub-003,C4,39.375,9.583466943059071e-12
sub-003,C4,40.0,9.084352488182035e-12
sub-003,Cz,1.25,5.662561662008885e-10
sub-003,Cz,1.875,3.3512927972013477e-10
sub-003,Cz,2.5,2.5354553406479945e-10
sub-003,Cz,3.125,1.859114900776712e-10
sub-003,Cz,3.75,1.4411875653813452e-10
sub-003,Cz,4.375,1.5754763262178845e-10
sub-003,Cz,5.0,1.0265167617279565e-10
sub-003,Cz,5.625,8.823041872337199e-11
sub-003,Cz,6.25,7.4890916700624e-11
sub-003,Cz,6.875,7.569621922178444e-11
sub-003,Cz,7.5,7.117675247543578e-11
sub-003,Cz,8.125,5.7504888121107086e-11
sub-003,Cz,8.75,4.391454097968979e-11
sub-003,Cz,9.375,3.719675845287308e-11
sub-003,Cz,10.0,5.01989925285799e-11
sub-003,Cz,10.625,4.532632100724429e-11
sub-003,Cz,11.25,3.3541818411773725e-11
sub-003,Cz,11.875,2.0724931763190926e-11
sub-003,Cz,12.5,1.7412998153274832e-11
sub-003,Cz,13.125,1.8175936888306425e-11
sub-003,Cz,13.75,1.3881711478180425e-11
sub-003,Cz,14.375,1.3841824693532704e-11
sub-003,Cz,15.0,1.7776935154618888e-11
sub-003,Cz,15.625,2.0237240057619152e-11
sub-003,Cz,16.25,1.8555505730649965e-11
sub-003,Cz,16.875,1.992087699161051e-11
sub-003,Cz,17.5,1.660399641876616e-11
sub-003,Cz,18.125,1.7289840572023447e-11
sub-003,Cz,18.75,1.7818840902332817e-11
sub-003,Cz,19.375,1.3617545189748392e-11
sub-003,Cz,20.0,1.1927913846712681e-11
sub-003,Cz,20.625,1.0140282935601859e-11
sub-003,Cz,21.25,9.832057230663863e-12
sub-003,Cz,21.875,1.090820673529204e-11
sub-003,Cz,22.5,1.1589184177468514e-11
sub-003,Cz,23.125,1.0753686645580896e-11
sub-003,Cz,23.75,8.938192355262616e-12
sub-003,Cz,24.375,8.675255236552679e-12
sub-003,Cz,25.0,9.931303920093128e-12
sub-003,Cz,25.625,9.466959055336512e-12
sub-003,Cz,26.25,8.941405438337045e-12
sub-003,Cz,26.875,1.0040955603157338e-11
sub-003,Cz,27.5,1.6280071597602905e-11
sub-003,Cz,28.125,1.7374421599797028e-11
sub-003,Cz,28.75,1.2356812516218199e-11
sub-003,Cz,29.375,1.0594389917321303e-11
sub-003,Cz,30.0,1.0787453704893889e-11
sub-003,Cz,30.625,1.4983995276458975e-11
sub-003,Cz,31.25,1.4742796834167585e-11
sub-003,Cz,31.875,1.4416522281019952e-11
sub-003,Cz,32.5,1.422002168611321e-11
sub-003,Cz,33.125,1.296749560403232e-11
sub-003,Cz,33.75,1.1641887041424275e-11
sub-003,Cz,34.375,8.901525066659385e-12
sub-003,Cz,35.0,1.150728348585229e-11
sub-003,Cz,35.625,9.998235265792639e-12
sub-003,Cz,36.25,9.04605834015407e-12
sub-003,Cz,36.875,1.403401874990737e-11
sub-003,Cz,37.5,1.3092198132295295e-11
sub-003,Cz,38.125,6.5533813349953586e-12
sub-003,Cz,38.75,6.740362747835499e-12
sub-003,Cz,39.375,8.795614218276678e-12
sub-003,Cz,40.0,8.551439760618464e-12
sub-004,C3,1.25,8.400236210400212e-11
sub-004,C3,1.875,3.730774099674573e-11
sub-004,C3,2.5,2.051157194701486e-11
sub-004,C3,3.125,1.695654529878927e-11
sub-004,C3,3.75,9.837724162187256e-12
sub-004,C3,4.375,7.77664624777477e-12
sub-004,C3,5.0,5.7340711297275556e-12
sub-004,C3,5.625,5.747766564351841e-12
sub-004,C3,6.25,5.459603853814111e-12
sub-004,C3,6.875,3.895841411086816e-12
sub-004,C3,7.5,4.08619383427139e-12
sub-004,C3,8.125,4.314651888616376e-12
sub-004,C3,8.75,5.291946362746601e-12
sub-004,C3,9.375,4.319436044894824e-12
sub-004,C3,10.0,3.876378928744673e-12
sub-004,C3,10.625,4.641215140457147e-12
sub-004,C3,11.25,3.6303364124538625e-12
sub-004,C3,11.875,2.89339887185228e-12
sub-004,C3,12.5,2.937522777814556e-12
