Sujeto,Canal,Frecuencia,Potencia
sub-001,C4,33.75,2.0004355242056705e-12
sub-001,C4,34.375,1.7153040222530906e-12
sub-001,C4,35.0,1.881508370625084e-12
sub-001,C4,35.625,1.518641685755086e-12
sub-001,C4,36.25,1.6042497518017212e-12
sub-001,C4,36.875,1.604031199463964e-12
sub-001,C4,37.5,1.630033163889505e-12
sub-001,C4,38.125,1.6291839506760703e-12
sub-001,C4,38.75,1.5552219760262757e-12
sub-001,C4,39.375,1.834050801629404e-12
sub-001,C4,40.0,1.91056810162022e-12
sub-001,Cz,1.25,5.250974881261634e-10
sub-001,Cz,1.875,4.0545935410484953e-10
sub-001,Cz,2.5,2.8693898590474246e-10
sub-001,Cz,3.125,2.2774818551370875e-10
sub-001,Cz,3.75,1.4267276133104672e-10
sub-001,Cz,4.375,9.589035813670843e-11
sub-001,Cz,5.0,7.640267354691647e-11
sub-001,Cz,5.625,7.482069826462842e-11
sub-001,Cz,6.25,5.230301603999619e-11
sub-001,Cz,6.875,4.697483573421277e-11
sub-001,Cz,7.5,4.442569235417504e-11
sub-001,Cz,8.125,4.5720526227235566e-11
sub-001,Cz,8.75,3.658152563256862e-11
sub-001,Cz,9.375,3.172320936351963e-11
sub-001,Cz,10.0,2.4685862160538218e-11
sub-001,Cz,10.625,2.3600209905689833e-11
sub-001,Cz,11.25,1.910268873992806e-11
sub-001,Cz,11.875,2.381906388233585e-11
sub-001,Cz,12.5,2.5379826816875697e-11
sub-001,Cz,13.125,2.442710722743354e-11
sub-001,Cz,13.75,2.4885781333792107e-11
sub-001,Cz,14.375,2.1098689645398945e-11
sub-001,Cz,15.0,1.5896728263983467e-11
sub-001,Cz,15.625,1.3320762517918462e-11
sub-001,Cz,16.25,1.7560410902834528e-11
sub-001,Cz,16.875,1.4537526933346094e-11
sub-001,Cz,17.5,1.2765171056049245e-11
sub-001,Cz,18.125,1.3114160964148485e-11
sub-001,Cz,18.75,1.1909821255414635e-11
sub-001,Cz,19.375,1.1571836965133619e-11
sub-001,Cz,20.0,1.1397181636246234e-11
sub-001,Cz,20.625,8.414001822924535e-12
sub-001,Cz,21.25,7.588014276515482e-12
sub-001,Cz,21.875,7.341113713077605e-12
sub-001,Cz,22.5,6.01307938526941e-12
sub-001,Cz,23.125,5.4412216437903756e-12
sub-001,Cz,23.75,7.660551224093282e-12
sub-001,Cz,24.375,8.104870404140616e-12
sub-001,Cz,25.0,5.883211153818162e-12
sub-001,Cz,25.625,7.926737559148874e-12
sub-001,Cz,26.25,5.8068327439473e-12
sub-001,Cz,26.875,5.375672428017918e-12
sub-001,Cz,27.5,5.1889853971258384e-12
sub-001,Cz,28.125,5.292661108576975e-12
sub-001,Cz,28.75,5.520552112361619e-12
sub-001,Cz,29.375,5.172103576485907e-12
sub-001,Cz,30.0,4.347355654222736e-12
sub-001,Cz,30.625,3.935250221534696e-12
sub-001,Cz,31.25,2.992802285530668e-12
sub-001,Cz,31.875,2.8766603413199005e-12
sub-001,Cz,32.5,3.5555520407629683e-12
sub-001,Cz,33.125,2.8507552245291153e-12
sub-001,Cz,33.75,2.0909312465602863e-12
sub-001,Cz,34.375,2.232817143584521e-12
sub-001,Cz,35.0,3.040905012871973e-12
sub-001,Cz,35.625,3.022247961429228e-12
sub-001,Cz,36.25,2.4694906255139956e-12
sub-001,Cz,36.875,2.39349827317557e-12
sub-001,Cz,37.5,2.537137181644159e-12
sub-001,Cz,38.125,1.8723675424166265e-12
sub-001,Cz,38.75,1.6846004999375026e-12
sub-001,Cz,39.375,1.9960159830410857e-12
sub-001,Cz,40.0,1.9516582035476536e-12
sub-002,C3,1.25,4.1309730342143767e-11
sub-002,C3,1.875,2.810072286837254e-11
sub-002,C3,2.5,2.8142459778403074e-11
sub-002,C3,3.125,1.8317355118040712e-11
sub-002,C3,3.75,1.0516528319226828e-11
sub-002,C3,4.375,1.1517119045777287e-11
sub-002,C3,5.0,1.0085309242283614e-11
sub-002,C3,5.625,7.95377419116886e-12
sub-002,C3,6.25,9.499472228219845e-12
sub-002,C3,6.875,1.111295009858333e-11
sub-002,C3,7.5,9.269870400401562e-12
sub-002,C3,8.125,5.400363451332415e-12
sub-002,C3,8.75,6.3318921062448865e-12
sub-002,C3,9.375,7.23107437931155e-12
sub-002,C3,10.0,6.642927983079035e-12
sub-002,C3,10.625,1.0692785538277125e-11
sub-002,C3,11.25,1.7024572868523134e-11
sub-002,C3,11.875,1.1236642324840383e-11
sub-002,C3,12.5,7.792083432275156e-12
sub-002,C3,13.125,5.530422458472969e-12
sub-002,C3,13.75,4.4702727519493845e-12
sub-002,C3,14.375,4.8611448910434394e-12
sub-002,C3,15.0,3.772514272132676e-12
sub-002,C3,15.625,3.730658477561332e-12
sub-002,C3,16.25,3.5531404289381865e-12
sub-002,C3,16.875,3.800151840463108e-12
sub-002,C3,17.5,3.373493056800794e-12
sub-002,C3,18.125,2.9059617511930494e-12
sub-002,C3,18.75,4.246550427588798e-12
sub-002,C3,19.375,3.974964628899905e-12
sub-002,C3,20.0,5.322744979139991e-12
sub-002,C3,20.625,4.4878965976623936e-12
sub-002,C3,21.25,4.122467529391191e-12
sub-002,C3,21.875,5.846186708799536e-12
sub-002,C3,22.5,5.881827435672185e-12
sub-002,C3,23.125,5.9357872915908526e-12
sub-002,C3,23.75,4.8869066959951275e-12
sub-002,C3,24.375,5.251627036863813e-12
sub-002,C3,25.0,5.487328744825874e-12
sub-002,C3,25.625,4.478987596469166e-12
sub-002,C3,26.25,3.666803200665763e-12
sub-002,C3,26.875,4.1698302338980295e-12
sub-002,C3,27.5,3.9174430500037305e-12
sub-002,C3,28.125,3.1195764154493273e-12
sub-002,C3,28.75,1.9049633641614144e-12
sub-002,C3,29.375,2.174366418437625e-12
sub-002,C3,30.0,2.42520102501019e-12
sub-002,C3,30.625,2.6896313270707845e-12
sub-002,C3,31.25,2.2697184959212113e-12
sub-002,C3,31.875,2.5809343647706686e-12
sub-002,C3,32.5,3.219275611184688e-12
sub-002,C3,33.125,1.4157795939509395e-12
sub-002,C3,33.75,1.6930609798722584e-12
sub-002,C3,34.375,2.4002312470049693e-12
sub-002,C3,35.0,3.0534806189762684e-12
sub-002,C3,35.625,2.2072163175960605e-12
sub-002,C3,36.25,1.933613830636941e-12
sub-002,C3,36.875,1.8330894560078846e-12
sub-002,C3,37.5,1.7587530369434285e-12
sub-002,C3,38.125,3.376499370887512e-12
sub-002,C3,38.75,3.4404780292768574e-12
sub-002,C3,39.375,4.288130227234873e-12
sub-002,C3,40.0,4.014226351699608e-12
sub-002,C4,1.25,2.983655774414636e-11
sub-002,C4,1.875,2.3328681326386835e-11
sub-002,C4,2.5,2.0604677357344406e-11
sub-002,C4,3.125,1.7194993091658085e-11
sub-002,C4,3.75,9.989216715169561e-12
sub-002,C4,4.375,8.737464773626098e-12
sub-002,C4,5.0,7.2709978284243795e-12
sub-002,C4,5.625,6.378925542882419e-12
sub-002,C4,6.25,1.0362612448954286e-11
sub-002,C4,6.875,1.1031471420821752e-11
sub-002,C4,7.5,8.277942786688576e-12
sub-002,C4,8.125,6.6825897279301205e-12
sub-002,C4,8.75,8.185435388077238e-12
sub-002,C4,9.375,9.174949727512927e-12
sub-002,C4,10.0,6.1712874353175625e-12
sub-002,C4,10.625,5.718578745777923e-12
sub-002,C4,11.25,9.636521799555633e-12
sub-002,C4,11.875,1.0980456160099068e-11
sub-002,C4,12.5,5.970467242947136e-12
sub-002,C4,13.125,3.9935075771651624e-12
sub-002,C4,13.75,3.078150312055686e-12
sub-002,C4,14.375,2.725484103347527e-12
sub-002,C4,15.0,2.2552230124893245e-12
sub-002,C4,15.625,2.2583313234859296e-12
sub-002,C4,16.25,1.8888819848020574e-12
sub-002,C4,16.875,1.902585650726574e-12
sub-002,C4,17.5,2.4541960642470906e-12
sub-002,C4,18.125,3.133581283354736e-12
sub-002,C4,18.75,4.038716696322352e-12
sub-002,C4,19.375,4.097396854226359e-12
sub-002,C4,20.0,3.989341963799924e-12
sub-002,C4,20.625,3.829004265326284e-12
sub-002,C4,21.25,3.407827032673935e-12
sub-002,C4,21.875,4.026262139079376e-12
sub-002,C4,22.5,5.3212439546010895e-12
sub-002,C4,23.125,5.335621640534859e-12
sub-002,C4,23.75,5.499150351609613e-12
sub-002,C4,24.375,4.6324666135587076e-12
sub-002,C4,25.0,4.560991589147302e-12
sub-002,C4,25.625,3.0623192313181685e-12
sub-002,C4,26.25,3.1586469839815707e-12
sub-002,C4,26.875,2.6777096967003577e-12
sub-002,C4,27.5,2.4850906694791585e-12
sub-002,C4,28.125,2.487870482204545e-12
sub-002,C4,28.75,1.9940609728555353e-12
sub-002,C4,29.375,2.648562241180251e-12
sub-002,C4,30.0,2.3770715769425583e-12
sub-002,C4,30.625,1.8501946293755173e-12
sub-002,C4,31.25,1.2067166631800816e-12
sub-002,C4,31.875,1.110979215624708e-12
sub-002,C4,32.5,1.0048966442612166e-12
sub-002,C4,33.125,8.726593790184503e-13
sub-002,C4,33.75,7.992028413981524e-13
sub-002,C4,34.375,9.771319467631033e-13
sub-002,C4,35.0,7.316003569226503e-13
sub-002,C4,35.625,8.70936250311624e-13
sub-002,C4,36.25,7.525154426968421e-13
sub-002,C4,36.875,9.002880200256315e-13
sub-002,C4,37.5,8.113179330735824e-13
sub-002,C4,38.125,8.271017654735631e-13
sub-002,C4,38.75,7.622114211516485e-13
sub-002,C4,39.375,5.607788470222975e-13
sub-002,C4,40.0,8.269740877240694e-13
sub-002,Cz,1.25,5.3419827138378836e-11
sub-002,Cz,1.875,3.5045282111030154e-11
sub-002,Cz,2.5,3.3305092985201154e-11
sub-002,Cz,3.125,2.6899784315118064e-11
sub-002,Cz,3.75,1.5684427963953063e-11
sub-002,Cz,4.375,1.6206248465819347e-11
sub-002,Cz,5.0,1.4588746080339204e-11
sub-002,Cz,5.625,1.1339051620692443e-11
sub-002,Cz,6.25,1.5381251552804084e-11
sub-002,Cz,6.875,1.7206845201388687e-11
sub-002,Cz,7.5,1.1360889194148635e-11
sub-002,Cz,8.125,8.010135585476834e-12
sub-002,Cz,8.75,1.2609877729277868e-11
sub-002,Cz,9.375,1.3423750739751025e-11
sub-002,Cz,10.0,7.83619607258384e-12
sub-002,Cz,10.625,1.0314740000523914e-11
sub-002,Cz,11.25,1.8154980856061125e-11
sub-002,Cz,11.875,1.4747932755214936e-11
sub-002,Cz,12.5,1.0550916812176625e-11
sub-002,Cz,13.125,6.1231431772562716e-12
sub-002,Cz,13.75,5.086403920675379e-12
sub-002,Cz,14.375,4.459439191288901e-12
sub-002,Cz,15.0,4.11151838467633e-12
sub-002,Cz,15.625,4.125843694940317e-12
sub-002,Cz,16.25,3.301267418416169e-12
sub-002,Cz,16.875,3.406346096053645e-12
sub-002,Cz,17.5,3.955177287059382e-12
sub-002,Cz,18.125,4.742150506118604e-12
sub-002,Cz,18.75,6.09772452982482e-12
sub-002,Cz,19.375,5.7476285418587525e-12
sub-002,Cz,20.0,7.244310470626568e-12
sub-002,Cz,20.625,8.280452926715492e-12
sub-002,Cz,21.25,7.612966973443562e-12
sub-002,Cz,21.875,1.0686175019498183e-11
sub-002,Cz,22.5,1.3930490531654348e-11
sub-002,Cz,23.125,1.1629289405439286e-11
sub-002,Cz,23.75,9.689640609365043e-12
sub-002,Cz,24.375,1.1207059878154517e-11
sub-002,Cz,25.0,1.0796322327571763e-11
sub-002,Cz,25.625,7.681653351677156e-12
sub-002,Cz,26.25,7.0856399032664515e-12
sub-002,Cz,26.875,5.922901061327475e-12
sub-002,Cz,27.5,5.3769437528654e-12
sub-002,Cz,28.125,5.914864611974471e-12
sub-002,Cz,28.75,3.5994144243543468e-12
sub-002,Cz,29.375,4.1648533714390225e-12
sub-002,Cz,30.0,3.262189013885145e-12
sub-002,Cz,30.625,2.692722104667252e-12
sub-002,Cz,31.25,2.0982032803856247e-12
sub-002,Cz,31.875,2.2462137657775086e-12
sub-002,Cz,32.5,1.793453629776016e-12
sub-002,Cz,33.125,1.2106536585622018e-12
sub-002,Cz,33.75,1.2519939413190758e-12
sub-002,Cz,34.375,1.5315317494253757e-12
sub-002,Cz,35.0,1.3573848360560595e-12
sub-002,Cz,35.625,1.3476015348007094e-12
sub-002,Cz,36.25,1.030522128782266e-12
sub-002,Cz,36.875,1.2089810694543128e-12
sub-002,Cz,37.5,1.2031334676643474e-12
sub-002,Cz,38.125,1.518099905824034e-12
sub-002,Cz,38.75,1.4429158950904265e-12
sub-002,Cz,39.375,1.2169686709175889e-12
sub-002,Cz,40.0,1.2795121435094172e-12
sub-003,C3,1.25,5.176848754927363e-10
sub-003,C3,1.875,3.262901090526009e-10
sub-003,C3,2.5,3.2153078071066187e-10
sub-003,C3,3.125,2.559210099344824e-10
sub-003,C3,3.75,1.4187342438418815e-10
sub-003,C3,4.375,8.749597067721327e-11
sub-003,C3,5.0,6.933748003267081e-11
sub-003,C3,5.625,6.800964884335043e-11
sub-003,C3,6.25,6.626577141904467e-11
sub-003,C3,6.875,6.736086192097944e-11
sub-003,C3,7.5,5.4778890811840635e-11
sub-003,C3,8.125,4.141873688872049e-11
sub-003,C3,8.75,3.550207191484418e-11
sub-003,C3,9.375,4.120210630476371e-11
sub-003,C3,10.0,6.183983429578011e-11
sub-003,C3,10.625,5.655662605422159e-11
sub-003,C3,11.25,3.517253863327467e-11
sub-003,C3,11.875,2.1705429896940182e-11
sub-003,C3,12.5,1.629267384419944e-11
sub-003,C3,13.125,1.5348701669659717e-11
sub-003,C3,13.75,1.7793227759112766e-11
sub-003,C3,14.375,1.8593336585332415e-11
sub-003,C3,15.0,2.0380414411390505e-11
sub-003,C3,15.625,1.6650823484505165e-11
sub-003,C3,16.25,1.5111781951314474e-11
sub-003,C3,16.875,1.6581413196202415e-11
sub-003,C3,17.5,1.2752738218220186e-11
sub-003,C3,18.125,1.2089066547298093e-11
sub-003,C3,18.75,1.1409900406580745e-11
sub-003,C3,19.375,1.4524855828709438e-11
sub-003,C3,20.0,1.6352225958742134e-11
sub-003,C3,20.625,1.1926591049933064e-11
sub-003,C3,21.25,1.004007615511512e-11
sub-003,C3,21.875,1.0721833309486874e-11
sub-003,C3,22.5,1.0788460103627006e-11
sub-003,C3,23.125,8.769150005135378e-12
sub-003,C3,23.75,1.1022195833058593e-11
sub-003,C3,24.375,1.0632488231162802e-11
sub-003,C3,25.0,1.0737844745816043e-11
sub-003,C3,25.625,8.677771144916585e-12
sub-003,C3,26.25,7.516491163082177e-12
sub-003,C3,26.875,1.0320460037857761e-11
sub-003,C3,27.5,1.1569366797212254e-11
sub-003,C3,28.125,1.4337888817801833e-11
sub-003,C3,28.75,1.1901357165578674e-11
sub-003,C3,29.375,1.2036243251674272e-11
sub-003,C3,30.0,1.3251271934188457e-11
sub-003,C3,30.625,1.1394093732985144e-11
sub-003,C3,31.25,1.587316313341512e-11
sub-003,C3,31.875,1.0700674324885799e-11
sub-003,C3,32.5,8.150851656140303e-12
sub-003,C3,33.125,8.68906417645974e-12
sub-003,C3,33.75,8.359710818368984e-12
sub-003,C3,34.375,1.0434504490361784e-11
sub-003,C3,35.0,9.792417005289909e-12
sub-003,C3,35.625,9.588926212588899e-12
sub-003,C3,36.25,1.1509751273888003e-11
sub-003,C3,36.875,1.181852668372189e-11
sub-003,C3,37.5,9.950201249283982e-12
sub-003,C3,38.125,1.0038504868977361e-11
sub-003,C3,38.75,1.064125348872626e-11
sub-003,C3,39.375,9.370349003162053e-12
sub-003,C3,40.0,6.0170452038528015e-12
sub-003,C4,1.25,5.503462003967912e-10
sub-003,C4,1.875,4.0372249395317644e-10
sub-003,C4,2.5,3.629257022519386e-10
sub-003,C4,3.125,2.514535776928993e-10
sub-003,C4,3.75,1.4057910988009729e-10
sub-003,C4,4.375,8.957921581964018e-11
sub-003,C4,5.0,7.538949496273653e-11
sub-003,C4,5.625,6.648664920252636e-11
sub-003,C4,6.25,6.115055226061106e-11
sub-003,C4,6.875,5.4062296246823863e-11
sub-003,C4,7.5,4.611396725793918e-11
sub-003,C4,8.125,4.415534755971279e-11
sub-003,C4,8.75,3.005431595068527e-11
sub-003,C4,9.375,3.014154067854815e-11
sub-003,C4,10.0,3.961335936104807e-11
sub-003,C4,10.625,3.574728691815679e-11
sub-003,C4,11.25,2.7054276884212728e-11
sub-003,C4,11.875,1.6895567498983106e-11
sub-003,C4,12.5,1.2238568246176191e-11
sub-003,C4,13.125,1.3327206403438403e-11
sub-003,C4,13.75,1.803805198043431e-11
sub-003,C4,14.375,1.6339308792373902e-11
sub-003,C4,15.0,1.6711174456739746e-11
sub-003,C4,15.625,1.5432892579866322e-11
sub-003,C4,16.25,1.7931281470149814e-11
sub-003,C4,16.875,1.7615239474144465e-11
sub-003,C4,17.5,1.1774115962008268e-11
sub-003,C4,18.125,1.1496821022735705e-11
sub-003,C4,18.75,9.267120966180245e-12
sub-003,C4,19.375,1.4716224595928957e-11
sub-003,C4,20.0,1.4039222112746384e-11
sub-003,C4,20.625,1.089586973813795e-11
sub-003,C4,21.25,8.589796562522674e-12
sub-003,C4,21.875,7.705023489652576e-12
sub-003,C4,22.5,9.192005506432727e-12
sub-003,C4,23.125,9.025580717603573e-12
sub-003,C4,23.75,9.448922146541285e-12
sub-003,C4,24.375,8.88882394238854e-12
sub-003,C4,25.0,8.932677847096446e-12
sub-003,C4,25.625,8.800042100693444e-12
sub-003,C4,26.25,8.248808983620626e-12
sub-003,C4,26.875,1.0201693942265863e-11
sub-003,C4,27.5,1.074213881603386e-11
sub-003,C4,28.125,1.2027225376759334e-11
sub-003,C4,28.75,1.0029448815013049e-11
sub-003,C4,29.375,1.3228755196321151e-11
sub-003,C4,30.0,1.3949615902286095e-11
sub-003,C4,30.625,1.108200665029555e-11
sub-003,C4,31.25,1.440386853704815e-11
sub-003,C4,31.875,1.0997225540916591e-11
sub-003,C4,32.5,9.105313827866423e-12
sub-003,C4,33.125,9.217687815768474e-12
sub-003,C4,33.75,9.76304157525761e-12
sub-003,C4,34.375,1.061979659945743e-11
sub-003,C4,35.0,9.311325074977729e-12
sub-003,C4,35.625,9.953952539882052e-12
sub-003,C4,36.25,1.1380428070971376e-11
sub-003,C4,36.875,1.2570868564263767e-11
sub-003,C4,37.5,1.0485004802262238e-11
sub-003,C4,38.125,1.0591100687877765e-11
sub-003,C4,38.75,1.154075113331017e-11
sub-003,C4,39.375,1.0208340505323485e-11
sub-003,C4,40.0,6.779655042926535e-12
sub-003,Cz,1.25,5.767132034955288e-10
sub-003,Cz,1.875,3.7652724117632145e-10
sub-003,Cz,2.5,3.610502830366482e-10
sub-003,Cz,3.125,2.847985399257442e-10
sub-003,Cz,3.75,1.7856961703925077e-10
sub-003,Cz,4.375,1.1688160012504674e-10
sub-003,Cz,5.0,8.90599478705754e-11
sub-003,Cz,5.625,8.444732506912914e-11
sub-003,Cz,6.25,7.334546767821093e-11
sub-003,Cz,6.875,7.034176965850075e-11
sub-003,Cz,7.5,6.257292518162716e-11
sub-003,Cz,8.125,5.0721830840558446e-11
sub-003,Cz,8.75,4.155967819716322e-11
sub-003,Cz,9.375,4.3470546827013843e-11
sub-003,Cz,10.0,5.4392985847545344e-11
sub-003,Cz,10.625,4.6994198827972435e-11
sub-003,Cz,11.25,3.529168707871119e-11
sub-003,Cz,11.875,2.27616290605001e-11
sub-003,Cz,12.5,1.560002972070033e-11
sub-003,Cz,13.125,1.5540457450110755e-11
sub-003,Cz,13.75,1.8134685169796656e-11
sub-003,Cz,14.375,1.6688122759682543e-11
sub-003,Cz,15.0,1.750040844749324e-11
sub-003,Cz,15.625,1.4697948315003486e-11
sub-003,Cz,16.25,1.6128573995264234e-11
sub-003,Cz,16.875,1.5602977737502372e-11
sub-003,Cz,17.5,1.0903460849014919e-11
sub-003,Cz,18.125,1.1628372443720782e-11
sub-003,Cz,18.75,1.057530111574629e-11
sub-003,Cz,19.375,1.4832353059785926e-11
sub-003,Cz,20.0,1.546816716774232e-11
sub-003,Cz,20.625,1.2483745250005073e-11
sub-003,Cz,21.25,8.683897896519937e-12
sub-003,Cz,21.875,8.331031993283196e-12
sub-003,Cz,22.5,8.832077694448464e-12
sub-003,Cz,23.125,7.450612884379793e-12
sub-003,Cz,23.75,9.776676562125566e-12
sub-003,Cz,24.375,9.07883757114093e-12
sub-003,Cz,25.0,9.617369812686808e-12
sub-003,Cz,25.625,8.34006007242943e-12
sub-003,Cz,26.25,7.963898708630655e-12
sub-003,Cz,26.875,9.08199267758529e-12
sub-003,Cz,27.5,1.0382767792552126e-11
sub-003,Cz,28.125,1.2393356993012774e-11
sub-003,Cz,28.75,9.61871895841931e-12
sub-003,Cz,29.375,1.1431215056784677e-11
sub-003,Cz,30.0,1.2795335016011443e-11
sub-003,Cz,30.625,1.0532639269763088e-11
sub-003,Cz,31.25,1.3732259117653808e-11
sub-003,Cz,31.875,9.574736078214086e-12
sub-003,Cz,32.5,7.887153560225312e-12
sub-003,Cz,33.125,8.355508010674745e-12
sub-003,Cz,33.75,8.0604059045948e-12
sub-003,Cz,34.375,1.006512958183561e-11
sub-003,Cz,35.0,8.93749636365988e-12
sub-003,Cz,35.625,8.496293297038996e-12
sub-003,Cz,36.25,1.0364294537373717e-11
sub-003,Cz,36.875,1.1373884681664416e-11
sub-003,Cz,37.5,9.701685000117556e-12
sub-003,Cz,38.125,9.578700933739145e-12
sub-003,Cz,38.75,1.0280199616971246e-11
sub-003,Cz,39.375,8.892349435287556e-12
sub-003,Cz,40.0,5.685952931149043e-12
sub-004,C3,1.25,7.584343753904754e-11
sub-004,C3,1.875,2.2807565864731307e-11
sub-004,C3,2.5,1.8547157397727415e-11
sub-004,C3,3.125,1.48488189280586e-11
sub-004,C3,3.75,8.97216709400101e-12
sub-004,C3,4.375,9.39809447290423e-12
sub-004,C3,5.0,6.963659658144187e-12
sub-004,C3,5.625,4.570756699074851e-12
sub-004,C3,6.25,6.459058364541444e-12
sub-004,C3,6.875,4.977091665750132e-12
sub-004,C3,7.5,4.308366433197652e-12
sub-004,C3,8.125,4.3060797028054586e-12
sub-004,C3,8.75,3.059220940919204e-12
sub-004,C3,9.375,3.2269513151948806e-12
sub-004,C3,10.0,4.750354914382569e-12
sub-004,C3,10.625,4.670513953853831e-12
sub-004,C3,11.25,4.389722210902046e-12
sub-004,C3,11.875,2.887443313073824e-12
sub-004,C3,12.5,3.0274835353132345e-12
